"시군구별","유형별","진료과목별","시점","전문의수[명]",
"평택시","병상없음","내과","2015년","34",
"평택시","병상없음","신경과","2015년","1",
"평택시","병상없음","정신건강의학과","2015년","5",
"평택시","병상없음","외과","2015년","7",
"평택시","병상없음","정형외과","2015년","7",
"평택시","병상없음","신경외과","2015년","2",
"평택시","병상없음","흉부외과","2015년","1",
"평택시","병상없음","성형외과","2015년","4",
"평택시","병상없음","마취통증의학과","2015년","9",
"평택시","병상없음","산부인과","2015년","9",
"평택시","병상없음","소아청소년과","2015년","21",
"평택시","병상없음","안과","2015년","13",
"평택시","병상없음","이비인후과","2015년","11",
"평택시","병상없음","피부과","2015년","11",
"평택시","병상없음","비뇨기과","2015년","4",
"평택시","병상없음","영상의학과","2015년","3",
"평택시","병상없음","재활의학과","2015년","3",
"평택시","병상없음","가정의학과","2015년","26",
"평택시","병상없음","응급의학과","2015년","2",
"평택시","병상없음","예방의학과","2015년","2",
"동두천시","100병상이상","내과","2015년","8",
"동두천시","100병상이상","신경과","2015년","1",
"동두천시","100병상이상","정신건강의학과","2015년","5",
"동두천시","100병상이상","외과","2015년","1",
"동두천시","100병상이상","정형외과","2015년","3",
"동두천시","100병상이상","신경외과","2015년","1",
"동두천시","100병상이상","마취통증의학과","2015년","1",
"동두천시","100병상이상","안과","2015년","1",
"동두천시","100병상이상","영상의학과","2015년","1",
"동두천시","100병상이상","가정의학과","2015년","2",
"동두천시","300병상이상","내과","2015년","2",
"동두천시","300병상이상","신경외과","2015년","2",
"동두천시","300병상이상","산부인과","2015년","1",
"동두천시","300병상이상","재활의학과","2015년","1",
"동두천시","100~299병상","내과","2015년","3",
"동두천시","100~299병상","신경과","2015년","2",
"동두천시","100~299병상","정신건강의학과","2015년","1",
"동두천시","100~299병상","외과","2015년","5",
"동두천시","100~299병상","신경외과","2015년","4",
"동두천시","100~299병상","산부인과","2015년","1",
"동두천시","100~299병상","소아청소년과","2015년","2",
"동두천시","100~299병상","비뇨기과","2015년","2",
"동두천시","100~299병상","재활의학과","2015년","2",
"동두천시","100~299병상","가정의학과","2015년","4",
"동두천시","100~299병상","예방의학과","2015년","1",
"동두천시","30~99병상","내과","2015년","1",
"동두천시","병상있음","내과","2015년","3",
"동두천시","병상있음","정형외과","2015년","4",
"동두천시","병상있음","마취통증의학과","2015년","1",
"동두천시","병상있음","산부인과","2015년","5",
"동두천시","병상있음","안과","2015년","2",
"동두천시","병상있음","이비인후과","2015년","1",
"동두천시","병상있음","피부과","2015년","1",
"동두천시","병상없음","내과","2015년","8",
"동두천시","병상없음","정신건강의학과","2015년","1",
"동두천시","병상없음","외과","2015년","1",
"동두천시","병상없음","마취통증의학과","2015년","1",
"동두천시","병상없음","산부인과","2015년","1",
"동두천시","병상없음","소아청소년과","2015년","7",
"동두천시","병상없음","안과","2015년","1",
"동두천시","병상없음","이비인후과","2015년","2",
"동두천시","병상없음","비뇨기과","2015년","2",
"동두천시","병상없음","가정의학과","2015년","3",
"안산시상록구","300~499병상","내과","2015년","4",
"안산시상록구","300~499병상","신경과","2015년","1",
"안산시상록구","300~499병상","정신건강의학과","2015년","1",
"안산시상록구","300~499병상","외과","2015년","1",
"안산시상록구","300~499병상","정형외과","2015년","2",
"안산시상록구","300~499병상","신경외과","2015년","2",
"안산시상록구","300~499병상","마취통증의학과","2015년","1",
"안산시상록구","300~499병상","소아청소년과","2015년","1",
"안산시상록구","300~499병상","영상의학과","2015년","2",
"안산시상록구","300~499병상","병리과","2015년","1",
"안산시상록구","300~499병상","결핵과","2015년","1",
"안산시상록구","300~499병상","재활의학과","2015년","2",
"안산시상록구","300~499병상","응급의학과","2015년","3",
"안산시상록구","300~499병상","직업환경의학과","2015년","2",
"안산시상록구","100병상이상","내과","2015년","13",
"안산시상록구","100병상이상","외과","2015년","3",
"안산시상록구","100병상이상","정형외과","2015년","5",
"안산시상록구","100병상이상","신경외과","2015년","2",
"안산시상록구","100병상이상","마취통증의학과","2015년","3",
"안산시상록구","100병상이상","소아청소년과","2015년","5",
"안산시상록구","100병상이상","영상의학과","2015년","3",
"안산시상록구","30~99병상","내과","2015년","3",
"안산시상록구","30~99병상","정신건강의학과","2015년","2",
"안산시상록구","30~99병상","외과","2015년","8",
"안산시상록구","30~99병상","정형외과","2015년","4",
"안산시상록구","30~99병상","신경외과","2015년","6",
"안산시상록구","30~99병상","마취통증의학과","2015년","3",
"안산시상록구","30~99병상","산부인과","2015년","1",
"안산시상록구","30~99병상","소아청소년과","2015년","2",
"안산시상록구","30~99병상","영상의학과","2015년","2",
"안산시상록구","30~99병상","가정의학과","2015년","1",
"안산시상록구","300병상이상","내과","2015년","5",
"안산시상록구","300병상이상","신경과","2015년","1",
"안산시상록구","300병상이상","재활의학과","2015년","2",
"안산시상록구","100~299병상","내과","2015년","2",
"안산시상록구","100~299병상","신경과","2015년","4",
"안산시상록구","100~299병상","정신건강의학과","2015년","5",
"안산시상록구","100~299병상","외과","2015년","1",
"안산시상록구","100~299병상","정형외과","2015년","1",
"안산시상록구","100~299병상","산부인과","2015년","1",
"안산시상록구","100~299병상","재활의학과","2015년","3",
"안산시상록구","100~299병상","가정의학과","2015년","1",
"안산시상록구","30~99병상","외과","2015년","1",
"안산시상록구","30~99병상","산부인과","2015년","1",
"안산시상록구","30~99병상","재활의학과","2015년","1",
"안산시상록구","30~99병상","가정의학과","2015년","1",
"안산시상록구","병상있음","내과","2015년","2",
"안산시상록구","병상있음","정신건강의학과","2015년","2",
"안산시상록구","병상있음","외과","2015년","7",
"안산시상록구","병상있음","정형외과","2015년","7",
"안산시상록구","병상있음","신경외과","2015년","2",
"안산시상록구","병상있음","마취통증의학과","2015년","1",
"안산시상록구","병상있음","산부인과","2015년","9",
"안산시상록구","병상있음","소아청소년과","2015년","2",
"안산시상록구","병상있음","안과","2015년","1",
"안산시상록구","병상있음","재활의학과","2015년","1",
"안산시상록구","병상있음","가정의학과","2015년","1",
"안산시상록구","병상없음","내과","2015년","23",
"안산시상록구","병상없음","신경과","2015년","1",
"안산시상록구","병상없음","정신건강의학과","2015년","2",
"안산시상록구","병상없음","외과","2015년","8",
"안산시상록구","병상없음","정형외과","2015년","2",
"안산시상록구","병상없음","신경외과","2015년","1",
"안산시상록구","병상없음","마취통증의학과","2015년","3",
"안산시상록구","병상없음","산부인과","2015년","7",
"안산시상록구","병상없음","소아청소년과","2015년","16",
"안산시상록구","병상없음","안과","2015년","6",
"안산시상록구","병상없음","이비인후과","2015년","9",
"안산시상록구","병상없음","피부과","2015년","2",
"안산시상록구","병상없음","비뇨기과","2015년","1",
"안산시상록구","병상없음","재활의학과","2015년","1",
"안산시상록구","병상없음","가정의학과","2015년","24",
"안산시단원구","상급종합","내과","2015년","38",
"안산시단원구","상급종합","신경과","2015년","4",
"안산시단원구","상급종합","정신건강의학과","2015년","6",
"안산시단원구","상급종합","외과","2015년","13",
"안산시단원구","상급종합","정형외과","2015년","6",
"안산시단원구","상급종합","신경외과","2015년","7",
"안산시단원구","상급종합","흉부외과","2015년","5",
"안산시단원구","상급종합","성형외과","2015년","3",
"안산시단원구","상급종합","마취통증의학과","2015년","10",
"안산시단원구","상급종합","산부인과","2015년","6",
"안산시단원구","상급종합","소아청소년과","2015년","10",
"안산시단원구","상급종합","안과","2015년","6",
"안산시단원구","상급종합","이비인후과","2015년","7",
"안산시단원구","상급종합","피부과","2015년","3",
"안산시단원구","상급종합","비뇨기과","2015년","4",
"안산시단원구","상급종합","영상의학과","2015년","15",
"안산시단원구","상급종합","방사선종양학과","2015년","1",
"안산시단원구","상급종합","병리과","2015년","7",
"안산시단원구","상급종합","진단검사의학과","2015년","3",
"안산시단원구","상급종합","재활의학과","2015년","3",
"안산시단원구","상급종합","핵의학과","2015년","1",
"안산시단원구","상급종합","가정의학과","2015년","3",
"안산시단원구","상급종합","응급의학과","2015년","4",
"안산시단원구","상급종합","직업환경의학과","2015년","3",
"안산시단원구","300~499병상","내과","2015년","11",
"안산시단원구","300~499병상","신경과","2015년","2",
"안산시단원구","300~499병상","정신건강의학과","2015년","1",
"안산시단원구","300~499병상","외과","2015년","5",
"안산시단원구","300~499병상","정형외과","2015년","3",
"안산시단원구","300~499병상","신경외과","2015년","5",
"안산시단원구","300~499병상","흉부외과","2015년","2",
"안산시단원구","300~499병상","성형외과","2015년","1",
"안산시단원구","300~499병상","마취통증의학과","2015년","3",
"안산시단원구","300~499병상","산부인과","2015년","4",
"안산시단원구","300~499병상","소아청소년과","2015년","1",
"안산시단원구","300~499병상","안과","2015년","1",
"안산시단원구","300~499병상","이비인후과","2015년","1",
"안산시단원구","300~499병상","비뇨기과","2015년","1",
"안산시단원구","300~499병상","영상의학과","2015년","3",
"안산시단원구","300~499병상","병리과","2015년","1",
"안산시단원구","300~499병상","진단검사의학과","2015년","1",
"안산시단원구","300~499병상","재활의학과","2015년","1",
"안산시단원구","300~499병상","가정의학과","2015년","1",
"안산시단원구","300~499병상","응급의학과","2015년","7",
"안산시단원구","300~499병상","직업환경의학과","2015년","2",
"안산시단원구","300~499병상","예방의학과","2015년","1",
"안산시단원구","100~299병상","내과","2015년","6",
"안산시단원구","100~299병상","신경과","2015년","1",
"안산시단원구","100~299병상","외과","2015년","2",
"안산시단원구","100~299병상","정형외과","2015년","2",
"안산시단원구","100~299병상","신경외과","2015년","3",
"안산시단원구","100~299병상","흉부외과","2015년","3",
"안산시단원구","100~299병상","마취통증의학과","2015년","1",
"안산시단원구","100~299병상","산부인과","2015년","1",
"안산시단원구","100~299병상","소아청소년과","2015년","2",
"안산시단원구","100~299병상","영상의학과","2015년","3",
"안산시단원구","100~299병상","진단검사의학과","2015년","1",
"안산시단원구","100~299병상","재활의학과","2015년","1",
"안산시단원구","100~299병상","가정의학과","2015년","1",
"안산시단원구","100~299병상","응급의학과","2015년","2",
"안산시단원구","100~299병상","예방의학과","2015년","1",
"안산시단원구","100병상이상","내과","2015년","4",
"안산시단원구","100병상이상","신경과","2015년","1",
"안산시단원구","100병상이상","외과","2015년","2",
"안산시단원구","100병상이상","정형외과","2015년","8",
"안산시단원구","100병상이상","신경외과","2015년","7",
"안산시단원구","100병상이상","성형외과","2015년","2",
"안산시단원구","100병상이상","마취통증의학과","2015년","3",
"안산시단원구","100병상이상","소아청소년과","2015년","1",
"안산시단원구","100병상이상","영상의학과","2015년","3",
"안산시단원구","100병상이상","가정의학과","2015년","1",
"안산시단원구","30~99병상","내과","2015년","2",
"안산시단원구","30~99병상","외과","2015년","8",
"안산시단원구","30~99병상","정형외과","2015년","10",
"안산시단원구","30~99병상","신경외과","2015년","5",
"안산시단원구","30~99병상","마취통증의학과","2015년","7",
"안산시단원구","30~99병상","산부인과","2015년","14",
"안산시단원구","30~99병상","소아청소년과","2015년","3",
"안산시단원구","30~99병상","영상의학과","2015년","4",
"안산시단원구","300병상이상","내과","2015년","3",
"안산시단원구","300병상이상","신경과","2015년","1",
"안산시단원구","300병상이상","외과","2015년","4",
"안산시단원구","300병상이상","재활의학과","2015년","2",
"안산시단원구","300병상이상","가정의학과","2015년","1",
"안산시단원구","100~299병상","내과","2015년","2",
"안산시단원구","100~299병상","신경과","2015년","2",
"안산시단원구","100~299병상","외과","2015년","6",
"안산시단원구","100~299병상","신경외과","2015년","1",
"안산시단원구","100~299병상","산부인과","2015년","2",
"안산시단원구","100~299병상","피부과","2015년","1",
"안산시단원구","100~299병상","재활의학과","2015년","3",
"안산시단원구","100~299병상","가정의학과","2015년","5",
"안산시단원구","30~99병상","외과","2015년","2",
"안산시단원구","30~99병상","가정의학과","2015년","1",
"안산시단원구","병상있음","내과","2015년","2",
"안산시단원구","병상있음","신경과","2015년","1",
"안산시단원구","병상있음","정신건강의학과","2015년","6",
"안산시단원구","병상있음","외과","2015년","11",
"안산시단원구","병상있음","정형외과","2015년","8",
"안산시단원구","병상있음","흉부외과","2015년","2",
"안산시단원구","병상있음","성형외과","2015년","1",
"안산시단원구","병상있음","산부인과","2015년","23",
"안산시단원구","병상있음","안과","2015년","2",
"안산시단원구","병상있음","이비인후과","2015년","7",
"안산시단원구","병상있음","비뇨기과","2015년","4",
"안산시단원구","병상있음","재활의학과","2015년","1",
"안산시단원구","병상있음","가정의학과","2015년","3",
"안산시단원구","병상없음","내과","2015년","34",
"안산시단원구","병상없음","정신건강의학과","2015년","8",
"안산시단원구","병상없음","외과","2015년","5",
"안산시단원구","병상없음","정형외과","2015년","3",
"안산시단원구","병상없음","흉부외과","2015년","2",
"안산시단원구","병상없음","성형외과","2015년","7",
"안산시단원구","병상없음","마취통증의학과","2015년","7",
"안산시단원구","병상없음","산부인과","2015년","8",
"안산시단원구","병상없음","소아청소년과","2015년","24",
"안산시단원구","병상없음","안과","2015년","16",
"안산시단원구","병상없음","이비인후과","2015년","16",
"안산시단원구","병상없음","피부과","2015년","11",
"안산시단원구","병상없음","비뇨기과","2015년","13",
"안산시단원구","병상없음","영상의학과","2015년","4",
"안산시단원구","병상없음","가정의학과","2015년","11",
"안산시단원구","병상없음","응급의학과","2015년","1",
"안산시단원구","병상없음","직업환경의학과","2015년","1",
"고양시덕양구","500병상이상","내과","2015년","29",
"고양시덕양구","500병상이상","신경과","2015년","5",
"고양시덕양구","500병상이상","정신건강의학과","2015년","4",
"고양시덕양구","500병상이상","외과","2015년","11",
"고양시덕양구","500병상이상","정형외과","2015년","8",
"고양시덕양구","500병상이상","신경외과","2015년","4",
"고양시덕양구","500병상이상","흉부외과","2015년","1",
"고양시덕양구","500병상이상","성형외과","2015년","3",
"고양시덕양구","500병상이상","마취통증의학과","2015년","6",
"고양시덕양구","500병상이상","산부인과","2015년","3",
"고양시덕양구","500병상이상","소아청소년과","2015년","6",
"고양시덕양구","500병상이상","안과","2015년","3",
"고양시덕양구","500병상이상","이비인후과","2015년","4",
"고양시덕양구","500병상이상","피부과","2015년","3",
"고양시덕양구","500병상이상","비뇨기과","2015년","4",
"고양시덕양구","500병상이상","영상의학과","2015년","8",
"고양시덕양구","500병상이상","방사선종양학과","2015년","1",
"고양시덕양구","500병상이상","병리과","2015년","2",
"고양시덕양구","500병상이상","진단검사의학과","2015년","2",
"고양시덕양구","500병상이상","재활의학과","2015년","3",
"고양시덕양구","500병상이상","핵의학과","2015년","1",
"고양시덕양구","500병상이상","가정의학과","2015년","2",
"고양시덕양구","500병상이상","응급의학과","2015년","7",
"고양시덕양구","500병상이상","직업환경의학과","2015년","2",
"고양시덕양구","100병상이상","내과","2015년","5",
"고양시덕양구","100병상이상","정신건강의학과","2015년","19",
"고양시덕양구","100병상이상","외과","2015년","3",
"고양시덕양구","100병상이상","정형외과","2015년","10",
"고양시덕양구","100병상이상","신경외과","2015년","3",
"고양시덕양구","100병상이상","마취통증의학과","2015년","2",
"고양시덕양구","100병상이상","산부인과","2015년","2",
"고양시덕양구","100병상이상","안과","2015년","1",
"고양시덕양구","100병상이상","이비인후과","2015년","2",
"고양시덕양구","100병상이상","피부과","2015년","2",
"고양시덕양구","100병상이상","비뇨기과","2015년","1",
"고양시덕양구","100병상이상","영상의학과","2015년","3",
"고양시덕양구","100병상이상","가정의학과","2015년","3",
"고양시덕양구","100병상이상","응급의학과","2015년","4",
"고양시덕양구","30~99병상","내과","2015년","1",
"고양시덕양구","30~99병상","외과","2015년","1",
"고양시덕양구","30~99병상","정형외과","2015년","3",
"고양시덕양구","30~99병상","신경외과","2015년","1",
"고양시덕양구","30~99병상","마취통증의학과","2015년","1",
"고양시덕양구","30~99병상","산부인과","2015년","9",
"고양시덕양구","30~99병상","소아청소년과","2015년","2",
"고양시덕양구","30~99병상","영상의학과","2015년","1",
"고양시덕양구","30~99병상","가정의학과","2015년","2",
"고양시덕양구","100~299병상","내과","2015년","3",
"고양시덕양구","100~299병상","신경과","2015년","1",
"고양시덕양구","100~299병상","외과","2015년","1",
"고양시덕양구","100~299병상","신경외과","2015년","1",
"고양시덕양구","100~299병상","산부인과","2015년","3",
"고양시덕양구","100~299병상","소아청소년과","2015년","2",
"고양시덕양구","100~299병상","재활의학과","2015년","4",
"고양시덕양구","100~299병상","가정의학과","2015년","5",
"고양시덕양구","100~299병상","응급의학과","2015년","1",
"고양시덕양구","30~99병상","가정의학과","2015년","1",
"고양시덕양구","병상있음","내과","2015년","3",
"고양시덕양구","병상있음","외과","2015년","7",
"고양시덕양구","병상있음","정형외과","2015년","10",
"고양시덕양구","병상있음","마취통증의학과","2015년","2",
"고양시덕양구","병상있음","산부인과","2015년","5",
"고양시덕양구","병상있음","소아청소년과","2015년","3",
"고양시덕양구","병상있음","안과","2015년","3",
"고양시덕양구","병상있음","이비인후과","2015년","9",
"고양시덕양구","병상있음","가정의학과","2015년","4",
"고양시덕양구","병상없음","내과","2015년","38",
"고양시덕양구","병상없음","정신건강의학과","2015년","4",
"고양시덕양구","병상없음","외과","2015년","7",
"고양시덕양구","병상없음","정형외과","2015년","8",
"고양시덕양구","병상없음","신경외과","2015년","2",
"고양시덕양구","병상없음","흉부외과","2015년","1",
"고양시덕양구","병상없음","성형외과","2015년","2",
"고양시덕양구","병상없음","마취통증의학과","2015년","5",
"고양시덕양구","병상없음","산부인과","2015년","8",
"고양시덕양구","병상없음","소아청소년과","2015년","34",
"고양시덕양구","병상없음","안과","2015년","8",
"고양시덕양구","병상없음","이비인후과","2015년","12",
"고양시덕양구","병상없음","피부과","2015년","8",
"고양시덕양구","병상없음","비뇨기과","2015년","8",
"고양시덕양구","병상없음","영상의학과","2015년","2",
"고양시덕양구","병상없음","결핵과","2015년","2",
"고양시덕양구","병상없음","재활의학과","2015년","5",
"고양시덕양구","병상없음","가정의학과","2015년","30",
"고양시일산동구","500병상이상","내과","2015년","112",
"고양시일산동구","500병상이상","신경과","2015년","14",
"고양시일산동구","500병상이상","정신건강의학과","2015년","13",
"고양시일산동구","500병상이상","외과","2015년","46",
"고양시일산동구","500병상이상","정형외과","2015년","19",
"고양시일산동구","500병상이상","신경외과","2015년","13",
"고양시일산동구","500병상이상","흉부외과","2015년","11",
"고양시일산동구","500병상이상","성형외과","2015년","5",
"고양시일산동구","500병상이상","마취통증의학과","2015년","25",
"고양시일산동구","500병상이상","산부인과","2015년","18",
"고양시일산동구","500병상이상","소아청소년과","2015년","17",
"고양시일산동구","500병상이상","안과","2015년","9",
"고양시일산동구","500병상이상","이비인후과","2015년","11",
"고양시일산동구","500병상이상","피부과","2015년","5",
"고양시일산동구","500병상이상","비뇨기과","2015년","13",
"고양시일산동구","500병상이상","영상의학과","2015년","42",
"고양시일산동구","500병상이상","방사선종양학과","2015년","11",
"고양시일산동구","500병상이상","병리과","2015년","18",
"고양시일산동구","500병상이상","진단검사의학과","2015년","10",
"고양시일산동구","500병상이상","재활의학과","2015년","11",
"고양시일산동구","500병상이상","핵의학과","2015년","5",
"고양시일산동구","500병상이상","가정의학과","2015년","20",
"고양시일산동구","500병상이상","응급의학과","2015년","10",
"고양시일산동구","500병상이상","직업환경의학과","2015년","2",
"고양시일산동구","500병상이상","예방의학과","2015년","7",
"고양시일산동구","100병상이상","내과","2015년","5",
"고양시일산동구","100병상이상","신경과","2015년","5",
"고양시일산동구","100병상이상","정신건강의학과","2015년","7",
"고양시일산동구","100병상이상","외과","2015년","1",
"고양시일산동구","100병상이상","정형외과","2015년","3",
"고양시일산동구","100병상이상","신경외과","2015년","2",
"고양시일산동구","100병상이상","마취통증의학과","2015년","1",
"고양시일산동구","100병상이상","영상의학과","2015년","3",
"고양시일산동구","100병상이상","재활의학과","2015년","3",
"고양시일산동구","100병상이상","가정의학과","2015년","1",
"고양시일산동구","30~99병상","내과","2015년","8",
"고양시일산동구","30~99병상","외과","2015년","1",
"고양시일산동구","30~99병상","정형외과","2015년","5",
"고양시일산동구","30~99병상","신경외과","2015년","4",
"고양시일산동구","30~99병상","마취통증의학과","2015년","4",
"고양시일산동구","30~99병상","산부인과","2015년","27",
"고양시일산동구","30~99병상","소아청소년과","2015년","4",
"고양시일산동구","30~99병상","안과","2015년","11",
"고양시일산동구","30~99병상","영상의학과","2015년","6",
"고양시일산동구","300병상이상","마취통증의학과","2015년","1",
"고양시일산동구","300병상이상","산부인과","2015년","2",
"고양시일산동구","300병상이상","비뇨기과","2015년","1",
"고양시일산동구","100~299병상","내과","2015년","2",
"고양시일산동구","100~299병상","신경과","2015년","2",
"고양시일산동구","100~299병상","외과","2015년","5",
"고양시일산동구","100~299병상","정형외과","2015년","2",
"고양시일산동구","100~299병상","신경외과","2015년","1",
"고양시일산동구","100~299병상","산부인과","2015년","1",
"고양시일산동구","100~299병상","이비인후과","2015년","1",
"고양시일산동구","100~299병상","재활의학과","2015년","4",
"고양시일산동구","100~299병상","가정의학과","2015년","5",
"고양시일산동구","30~99병상","신경과","2015년","1",
"고양시일산동구","30~99병상","외과","2015년","1",
"고양시일산동구","30~99병상","정형외과","2015년","1",
"고양시일산동구","30~99병상","비뇨기과","2015년","1",
"고양시일산동구","30~99병상","재활의학과","2015년","1",
"고양시일산동구","병상있음","정신건강의학과","2015년","3",
"고양시일산동구","병상있음","외과","2015년","6",
"고양시일산동구","병상있음","정형외과","2015년","2",
"고양시일산동구","병상있음","신경외과","2015년","2",
"고양시일산동구","병상있음","마취통증의학과","2015년","3",
"고양시일산동구","병상있음","산부인과","2015년","7",
"고양시일산동구","병상있음","안과","2015년","1",
"고양시일산동구","병상있음","이비인후과","2015년","7",
"고양시일산동구","병상있음","영상의학과","2015년","1",
"고양시일산동구","병상있음","가정의학과","2015년","1",
"고양시일산동구","병상없음","내과","2015년","22",
"고양시일산동구","병상없음","신경과","2015년","1",
"고양시일산동구","병상없음","정신건강의학과","2015년","5",
"고양시일산동구","병상없음","외과","2015년","3",
"고양시일산동구","병상없음","정형외과","2015년","5",
"고양시일산동구","병상없음","신경외과","2015년","1",
"고양시일산동구","병상없음","성형외과","2015년","6",
"고양시일산동구","병상없음","마취통증의학과","2015년","7",
"고양시일산동구","병상없음","산부인과","2015년","8",
"고양시일산동구","병상없음","소아청소년과","2015년","19",
"고양시일산동구","병상없음","안과","2015년","4",
"고양시일산동구","병상없음","이비인후과","2015년","10",
"고양시일산동구","병상없음","피부과","2015년","13",
"고양시일산동구","병상없음","비뇨기과","2015년","9",
"고양시일산동구","병상없음","영상의학과","2015년","1",
"고양시일산동구","병상없음","진단검사의학과","2015년","1",
"고양시일산동구","병상없음","재활의학과","2015년","2",
"고양시일산동구","병상없음","가정의학과","2015년","22",
"고양시일산서구","500병상이상","내과","2015년","32",
"고양시일산서구","500병상이상","신경과","2015년","5",
"고양시일산서구","500병상이상","정신건강의학과","2015년","5",
"고양시일산서구","500병상이상","외과","2015년","7",
"고양시일산서구","500병상이상","정형외과","2015년","9",
"고양시일산서구","500병상이상","신경외과","2015년","5",
"고양시일산서구","500병상이상","흉부외과","2015년","4",
"고양시일산서구","500병상이상","성형외과","2015년","3",
"고양시일산서구","500병상이상","마취통증의학과","2015년","7",
"고양시일산서구","500병상이상","산부인과","2015년","6",
"고양시일산서구","500병상이상","소아청소년과","2015년","7",
"고양시일산서구","500병상이상","안과","2015년","6",
"고양시일산서구","500병상이상","이비인후과","2015년","5",
"고양시일산서구","500병상이상","피부과","2015년","4",
"고양시일산서구","500병상이상","비뇨기과","2015년","4",
"고양시일산서구","500병상이상","영상의학과","2015년","11",
"고양시일산서구","500병상이상","방사선종양학과","2015년","1",
"고양시일산서구","500병상이상","병리과","2015년","3",
"고양시일산서구","500병상이상","진단검사의학과","2015년","3",
"고양시일산서구","500병상이상","재활의학과","2015년","3",
"고양시일산서구","500병상이상","가정의학과","2015년","5",
"고양시일산서구","500병상이상","응급의학과","2015년","7",
"고양시일산서구","100병상이상","정형외과","2015년","2",
"고양시일산서구","100병상이상","신경외과","2015년","2",
"고양시일산서구","100병상이상","마취통증의학과","2015년","1",
"고양시일산서구","100병상이상","영상의학과","2015년","1",
"고양시일산서구","100병상이상","가정의학과","2015년","1",
"고양시일산서구","30~99병상","내과","2015년","1",
"고양시일산서구","30~99병상","외과","2015년","3",
"고양시일산서구","30~99병상","정형외과","2015년","2",
"고양시일산서구","30~99병상","신경외과","2015년","3",
"고양시일산서구","30~99병상","마취통증의학과","2015년","1",
"고양시일산서구","30~99병상","영상의학과","2015년","1",
"고양시일산서구","300병상이상","신경과","2015년","1",
"고양시일산서구","300병상이상","재활의학과","2015년","2",
"고양시일산서구","300병상이상","가정의학과","2015년","2",
"고양시일산서구","100~299병상","내과","2015년","2",
"고양시일산서구","100~299병상","신경과","2015년","1",
"고양시일산서구","100~299병상","외과","2015년","2",
"고양시일산서구","100~299병상","흉부외과","2015년","1",
"고양시일산서구","100~299병상","비뇨기과","2015년","1",
"고양시일산서구","100~299병상","재활의학과","2015년","4",
"고양시일산서구","100~299병상","가정의학과","2015년","7",
"고양시일산서구","병상있음","정신건강의학과","2015년","4",
"고양시일산서구","병상있음","외과","2015년","4",
"고양시일산서구","병상있음","정형외과","2015년","9",
"고양시일산서구","병상있음","신경외과","2015년","3",
"고양시일산서구","병상있음","마취통증의학과","2015년","4",
"고양시일산서구","병상있음","산부인과","2015년","8",
"고양시일산서구","병상있음","소아청소년과","2015년","4",
"고양시일산서구","병상있음","안과","2015년","2",
"고양시일산서구","병상있음","이비인후과","2015년","7",
"고양시일산서구","병상있음","비뇨기과","2015년","2",
"고양시일산서구","병상있음","영상의학과","2015년","3",
"고양시일산서구","병상있음","가정의학과","2015년","1",
"고양시일산서구","병상있음","직업환경의학과","2015년","1",
"고양시일산서구","병상있음","예방의학과","2015년","1",
"고양시일산서구","병상없음","내과","2015년","31",
"고양시일산서구","병상없음","정신건강의학과","2015년","8",
"고양시일산서구","병상없음","외과","2015년","3",
"고양시일산서구","병상없음","정형외과","2015년","8",
"고양시일산서구","병상없음","신경외과","2015년","1",
"고양시일산서구","병상없음","흉부외과","2015년","2",
"고양시일산서구","병상없음","성형외과","2015년","3",
"고양시일산서구","병상없음","마취통증의학과","2015년","9",
"고양시일산서구","병상없음","산부인과","2015년","8",
"고양시일산서구","병상없음","소아청소년과","2015년","22",
"고양시일산서구","병상없음","안과","2015년","8",
"고양시일산서구","병상없음","이비인후과","2015년","9",
"고양시일산서구","병상없음","피부과","2015년","12",
"고양시일산서구","병상없음","비뇨기과","2015년","10",
"고양시일산서구","병상없음","영상의학과","2015년","2",
"고양시일산서구","병상없음","재활의학과","2015년","2",
"고양시일산서구","병상없음","가정의학과","2015년","22",
"고양시일산서구","병상없음","응급의학과","2015년","1",
"과천시","병상있음","정형외과","2015년","1",
"과천시","병상있음","비뇨기과","2015년","1",
"과천시","병상없음","내과","2015년","5",
"과천시","병상없음","정신건강의학과","2015년","1",
"과천시","병상없음","외과","2015년","1",
"과천시","병상없음","정형외과","2015년","2",
"과천시","병상없음","신경외과","2015년","2",
"과천시","병상없음","마취통증의학과","2015년","1",
"과천시","병상없음","산부인과","2015년","1",
"과천시","병상없음","소아청소년과","2015년","3",
"과천시","병상없음","안과","2015년","2",
"과천시","병상없음","이비인후과","2015년","5",
"과천시","병상없음","피부과","2015년","3",
"과천시","병상없음","가정의학과","2015년","1",
"구리시","500병상이상","내과","2015년","27",
"구리시","500병상이상","신경과","2015년","5",
"구리시","500병상이상","정신건강의학과","2015년","3",
"구리시","500병상이상","외과","2015년","8",
"구리시","500병상이상","정형외과","2015년","8",
"구리시","500병상이상","신경외과","2015년","5",
"구리시","500병상이상","흉부외과","2015년","3",
"구리시","500병상이상","성형외과","2015년","5",
"구리시","500병상이상","마취통증의학과","2015년","7",
"구리시","500병상이상","산부인과","2015년","3",
"구리시","500병상이상","소아청소년과","2015년","5",
"구리시","500병상이상","안과","2015년","5",
"구리시","500병상이상","이비인후과","2015년","6",
"구리시","500병상이상","피부과","2015년","3",
"구리시","500병상이상","비뇨기과","2015년","4",
"구리시","500병상이상","영상의학과","2015년","7",
